id,text_id,textsize,treesize,constr_time,peak_mem,access_avg,constr_time_rs,treesize_rs,rank_avg,select_avg,s,t,l,result
11,/workspace/dmeyer/data/dna,33554432,33051350,12884,805306368,65.6792,16315,72843830,101.766,877.657,2543115,4,4,17890034483892
8,/workspace/dmeyer/data/dna,33554432,30384014,5039,805306368,78.9857,8893,70901582,95.4315,933.393,1,2,8,17890034483892
1,/workspace/dmeyer/data/dna,33554432,30431971,15136,805306368,257.178,20554,55647051,347.442,765.703,1,2,8,17890034483892
2,/workspace/dmeyer/data/dna,33554432,30431971,5015,805306368,241.598,10449,55647051,353.236,763.688,1,2,8,17890034483892
4,/workspace/dmeyer/data/dna,33554432,30384006,5370,805306368,73.1863,9225,70901574,97.2742,936.372,1,2,8,17890034483892
5,/workspace/dmeyer/data/dna,33554432,30384006,4694,805306368,73.192,8547,70901574,96.5427,936.969,1,2,8,17890034483892
7,/workspace/dmeyer/data/dna,33554432,33253384,5090,805306368,223.9,9860,58483200,295.367,718.974,1,2,8,17890034483892
6,/workspace/dmeyer/data/dna,33554432,33051350,5047,805306368,73.8709,8330,72843830,93.1045,901.771,1,2,8,17890034483892
0,/workspace/dmeyer/data/dna,33554432,15937252,102599,92923548,267.938,132989,41152332,429.73,804.281,1,2,8,17890003036967
9,/workspace/dmeyer/data/dna,33554432,30431971,96493,805306368,239.618,101909,55647051,354.75,739.483,1,2,8,17890034483892
10,/workspace/dmeyer/data/dna,33554432,30384006,18749,805306368,73.0301,22607,70901574,95.6299,934.342,2543115,2,8,17890034483892
12,/workspace/dmeyer/data/dna,33554432,33253384,56500,805306368,222.025,61276,58483200,291.444,709.753,1,2,8,17890034483892
11,/workspace/dmeyer/data/dna,33554432,33051350,12872,805306368,74.1957,16173,72843830,95.7647,914.693,2543115,2,8,17890034483892
8,/workspace/dmeyer/data/dna,33554432,13206484,6919,805306368,150.105,21128,82424988,222.376,1223.99,1,2,4,17890034483892
1,/workspace/dmeyer/data/dna,33554432,13252542,16569,805306368,364.03,32587,67142102,554.399,992.963,1,2,4,17890034483892
2,/workspace/dmeyer/data/dna,33554432,13252542,8236,805306368,359.564,24260,67142102,559.208,1008.4,1,2,4,17890034483892
4,/workspace/dmeyer/data/dna,33554432,13176415,6759,805306368,141.474,21009,82414935,225.74,1221.36,1,2,4,17890034483892
5,/workspace/dmeyer/data/dna,33554432,13176415,7776,805306368,136.677,22078,82414935,230.878,1226.17,1,2,4,17890034483892
7,/workspace/dmeyer/data/dna,33554432,32286899,5224,805306368,261.589,14621,79267963,404.09,816.697,1,2,4,17890034483892
6,/workspace/dmeyer/data/dna,33554432,32084865,5193,805306368,121.041,12804,93628593,178.172,1032.71,1,2,4,17890034483892
0,/workspace/dmeyer/data/dna,33554432,13342877,115268,93809124,322.238,235902,67232437,522.356,963.51,1,2,4,17890003036967
9,/workspace/dmeyer/data/dna,33554432,13252542,107769,805306368,333.233,123730,67142102,552.725,986.113,1,2,4,17890034483892
10,/workspace/dmeyer/data/dna,33554432,13176415,29935,805306368,130.98,44116,82414935,219.979,1203.55,2543115,2,4,17890034483892
12,/workspace/dmeyer/data/dna,33554432,32286899,66250,805306368,274.225,75625,79267963,397.737,840.601,1,2,4,17890034483892
11,/workspace/dmeyer/data/dna,33554432,32084865,22657,805306368,141.289,30266,93628593,171.051,1048.32,2543115,2,4,17890034483892
8,/workspace/dmeyer/data/pitches,33554432,27100126,4443,805306368,62.1501,14482,158896324,67.9641,978.685,1,8,8,16776850470708
1,/workspace/dmeyer/data/pitches,33554432,26947030,6617,805306368,105.349,15492,108538968,111.555,620.652,1,8,8,16776850470708
2,/workspace/dmeyer/data/pitches,33554432,26947030,3760,805306368,103.435,12429,108538968,111.183,628.645,1,8,8,16776850470708
4,/workspace/dmeyer/data/pitches,33554432,27100118,4226,805306368,59.4803,14026,158896316,69.3724,984.311,1,8,8,16776850470708
5,/workspace/dmeyer/data/pitches,33554432,27100118,3741,805306368,59.6352,13545,158896316,69.0515,998.188,1,8,8,16776850470708
7,/workspace/dmeyer/data/pitches,33554432,29464005,3989,805306368,105.341,12308,111521543,110.981,626.469,1,8,8,16776850470708
6,/workspace/dmeyer/data/pitches,33554432,29493726,4027,805306368,62.0747,13098,157883116,67.1472,979.141,1,8,8,16776850470708
0,/workspace/dmeyer/data/pitches,33554432,26966133,30667,46753092,127.023,295558,108558071,160.081,793.26,1,8,8,16776844242560
9,/workspace/dmeyer/data/pitches,33554432,26947030,26793,805306368,105.075,35451,108538968,111.181,632.108,1,8,8,16776850470708
10,/workspace/dmeyer/data/pitches,33554432,27100118,11233,805306368,62.8734,21030,158896316,67.6597,1006.21,4067413,8,8,16776850470708
12,/workspace/dmeyer/data/pitches,33554432,29464005,16746,805306368,104.394,25063,111521543,110.117,623.388,1,8,8,16776850470708
11,/workspace/dmeyer/data/pitches,33554432,29493726,8748,805306368,62.3531,17844,157883116,67.4163,985.94,4067413,8,8,16776850470708
8,/workspace/dmeyer/data/pitches,33554432,22252514,4256,805306368,125.152,61108,528702334,93.7881,1248.33,1,8,4,16776850470708
1,/workspace/dmeyer/data/pitches,33554432,22153253,7092,805306368,166.613,62139,477494133,138.527,837.034,1,8,4,16776850470708
2,/workspace/dmeyer/data/pitches,33554432,22153253,4569,805306368,161.142,59650,477494133,136.581,834.376,1,8,4,16776850470708
4,/workspace/dmeyer/data/pitches,33554432,22260847,5240,805306368,119.911,62062,529139251,95.9446,1242.94,1,8,4,16776850470708
5,/workspace/dmeyer/data/pitches,33554432,22260847,4483,805306368,119.47,61376,529139251,94.5289,1240.18,1,8,4,16776850470708
7,/workspace/dmeyer/data/pitches,33554432,25704149,4128,805306368,169.228,57370,506698621,130.664,831.354,1,8,4,16776850470708
6,/workspace/dmeyer/data/pitches,33554432,25733870,4165,805306368,127.46,58557,553060194,86.0218,1193.12,1,8,4,16776850470708
0,/workspace/dmeyer/data/pitches,33554432,25050821,34410,85901628,129.562,485740,480391701,158.792,876.764,1,8,4,16776844242560
9,/workspace/dmeyer/data/pitches,33554432,22153253,40434,805306368,154.502,95615,477494133,138.092,849.804,1,8,4,16776850470708
10,/workspace/dmeyer/data/pitches,33554432,22260847,24796,805306368,115.042,81736,529139251,94.1117,1213.93,4067413,8,4,16776850470708
12,/workspace/dmeyer/data/pitches,33554432,25704149,26959,805306368,160.145,80174,506698621,131.158,824.754,1,8,4,16776850470708
11,/workspace/dmeyer/data/pitches,33554432,25733870,18989,805306368,119.927,73365,553060194,87.9012,1173.29,4067413,8,4,16776850470708
8,/workspace/dmeyer/data/pitches,33554432,24400182,4009,805306368,73.0009,37511,559390828,68.2506,1438.06,1,4,8,16776850470708
1,/workspace/dmeyer/data/pitches,33554432,23051275,7288,805306368,169.709,35488,289573073,161.384,864.313,1,4,8,16776850470708
2,/workspace/dmeyer/data/pitches,33554432,23051275,3922,805306368,159.563,32105,289573073,160.101,852.918,1,4,8,16776850470708
4,/workspace/dmeyer/data/pitches,33554432,24400174,4222,805306368,69.0847,37770,559390820,70.4575,1442.81,1,4,8,16776850470708
5,/workspace/dmeyer/data/pitches,33554432,24400174,3768,805306368,69.0644,37313,559390820,69.907,1444.65,1,4,8,16776850470708
7,/workspace/dmeyer/data/pitches,33554432,26150633,3919,805306368,145.963,32269,310304567,157.781,808.992,1,4,8,16776850470708
6,/workspace/dmeyer/data/pitches,33554432,26798262,3976,805306368,70.5723,34811,550499100,66.4112,1421.77,1,4,8,16776850470708
0,/workspace/dmeyer/data/pitches,33554432,24879239,44706,51005148,172.16,310221,291401037,230.547,949.986,1,4,8,16776844242560
